Temperature,Humidity,Soil Moisture,pH,N,P,K,Crop
27.8,62.9,456,6.54,62,64,64,Soybean
25.8,70.5,475,6.66,29,57,35,Groundnut
27.6,53.0,367,6.36,77,42,39,Maize
25.6,80.0,447,6.95,120,54,30,Rice
27.8,69.4,438,6.14,64,63,49,Soybean
32.4,56.4,215,5.87,31,32,59,Millet
30.7,69.8,319,6.76,52,59,39,Groundnut
27.6,78.1,491,6.91,55,70,35,Soybean
18.9,64.4,473,6.51,73,20,44,Barley
22.0,47.1,461,7.07,64,42,34,Barley
15.5,45.0,259,6.71,98,22,40,Wheat
23.8,94.1,485,5.56,98,52,47,Rice
31.0,51.9,468,6.24,100,70,36,Maize
33.1,36.6,390,6.44,68,43,57,Millet
34.8,84.8,640,7.38,131,32,69,Sugarcane
32.7,47.7,297,7.56,85,29,87,Cotton
30.5,72.7,545,6.36,96,43,69,Rice
29.0,71.0,517,5.72,105,40,47,Rice
30.7,74.1,511,7.25,31,36,38,Soybean
26.4,47.8,307,6.13,55,29,49,Groundnut
28.6,68.0,500,6.4,79,45,82,Cotton
23.9,50.9,415,6.24,86,22,60,Wheat
35.2,40.2,463,7.56,73,38,53,Cotton
17.2,59.8,252,6.64,85,25,41,Barley
23.1,69.6,584,6.35,56,56,98,Potato
21.4,67.2,424,6.71,85,31,30,Barley
22.3,74.3,362,7.04,50,44,71,Soybean
29.5,59.5,447,6.85,74,51,51,Maize
29.7,53.9,340,6.45,39,28,59,Millet
23.7,70.3,367,6.07,67,60,64,Potato
31.2,71.7,393,5.64,66,48,33,Rice
21.0,62.6,358,6.84,89,41,80,Maize
33.4,80.7,699,7.14,108,63,63,Sugarcane
27.8,63.4,295,7.4,34,27,20,Millet
25.7,73.6,621,6.12,103,36,35,Rice
24.5,77.5,343,7.33,68,40,77,Soybean
27.0,64.9,325,6.38,79,65,66,Tomato
16.1,72.3,458,6.32,92,68,63,Potato
23.0,56.8,393,6.66,33,27,38,Groundnut
29.3,72.9,364,6.53,98,67,44,Maize
23.2,38.7,238,6.58,54,56,44,Chickpea
12.5,44.1,381,6.45,67,26,32,Barley
31.2,71.9,270,6.17,24,43,54,Groundnut
25.0,63.3,260,7.44,69,38,35,Millet
23.4,56.8,525,5.9,76,46,41,Tomato
21.6,83.6,361,5.77,88,49,79,Potato
24.3,49.2,339,7.1,31,33,51,Millet
25.0,42.7,450,6.79,56,32,66,Cotton
18.7,77.9,360,5.48,74,37,86,Potato
26.2,80.1,677,6.3,99,34,42,Rice
24.0,46.1,315,6.16,82,40,57,Wheat
31.5,64.4,539,6.53,44,68,63,Soybean
28.3,51.3,363,5.83,34,29,34,Millet
33.1,74.6,622,7.21,126,40,71,Sugarcane
30.2,76.2,412,6.11,30,32,57,Soybean
24.7,39.4,363,7.39,82,50,59,Barley
27.7,64.1,452,7.53,67,35,43,Cotton
18.5,38.0,335,6.48,57,23,65,Barley
26.2,36.9,260,7.23,21,33,25,Millet
22.7,71.7,470,6.11,120,40,62,Rice
33.6,74.3,525,6.1,125,34,85,Sugarcane
27.3,65.3,311,6.62,36,36,43,Groundnut
33.9,87.8,545,6.14,91,30,105,Sugarcane
26.6,90.0,691,6.3,95,45,53,Rice
21.0,44.6,260,7.65,20,26,41,Chickpea
23.3,56.5,281,7.26,27,44,44,Chickpea
20.2,72.6,591,5.79,93,43,97,Potato
25.0,59.2,474,6.76,58,50,46,Tomato
31.8,76.1,653,6.93,89,42,61,Sugarcane
25.4,73.0,566,6.54,90,29,39,Rice
24.7,82.0,484,6.09,132,38,68,Sugarcane
24.6,82.2,360,6.77,107,74,105,Potato
28.6,61.1,403,5.81,69,58,34,Maize
20.3,76.6,310,6.83,93,30,100,Tomato
28.4,69.9,452,6.35,112,41,56,Maize
24.9,90.7,421,6.64,90,53,64,Rice
23.2,68.6,495,6.06,68,37,29,Barley
19.6,69.9,371,5.64,102,69,87,Potato
24.3,70.0,393,6.95,54,20,46,Barley
22.8,77.2,524,5.42,77,44,119,Potato
28.3,77.9,333,5.78,59,35,81,Tomato
22.3,59.0,506,6.97,79,42,56,Tomato
26.3,55.1,284,5.73,51,32,64,Groundnut
23.1,60.7,366,5.44,100,53,83,Potato
26.1,73.3,485,7.22,36,48,50,Soybean
26.5,65.4,715,6.25,92,61,74,Sugarcane
16.9,83.4,581,5.59,73,54,89,Potato
20.1,66.5,490,6.08,74,61,50,Potato
19.0,35.2,409,6.48,77,51,54,Barley
21.3,45.3,535,6.24,112,48,44,Maize
28.1,64.3,288,6.36,58,45,61,Chickpea
30.7,32.2,297,7.28,47,40,56,Millet
24.4,62.4,439,6.34,71,58,44,Maize
18.2,53.5,254,6.71,49,50,26,Chickpea
36.2,73.3,425,6.56,66,36,40,Cotton
29.4,47.4,330,6.4,38,35,48,Millet
23.1,51.1,421,6.26,61,65,44,Tomato
21.5,56.0,374,7.25,68,52,60,Barley
20.9,37.5,414,7.13,51,27,53,Barley
25.3,64.7,427,7.89,25,44,58,Chickpea
31.4,58.5,354,6.11,53,52,66,Groundnut
31.2,69.9,312,7.24,53,48,71,Cotton
20.9,68.0,267,6.44,60,36,31,Wheat
25.9,69.0,460,6.61,40,36,61,Soybean
24.9,71.7,362,7.19,64,36,62,Maize
23.5,53.7,373,7.1,77,32,58,Wheat
27.1,57.4,524,5.74,65,55,98,Tomato
29.0,50.5,365,6.16,30,33,42,Groundnut
25.2,64.1,574,6.88,46,58,42,Soybean
20.8,67.9,421,5.89,97,36,75,Tomato
27.8,72.5,557,7.42,109,50,110,Sugarcane
21.6,63.0,523,7.5,68,42,45,Wheat
20.1,62.7,547,6.65,59,45,64,Soybean
22.7,51.7,311,6.41,88,46,35,Wheat
23.3,64.6,269,6.78,68,49,27,Wheat
28.9,71.4,488,6.61,63,67,58,Soybean
28.7,81.8,667,6.83,95,45,64,Rice
21.3,51.1,264,6.36,57,22,45,Barley
30.2,68.2,472,6.31,33,38,57,Groundnut
16.7,65.4,587,6.7,96,44,116,Potato
22.9,38.2,428,7.37,57,38,61,Chickpea
24.8,45.4,358,6.79,68,50,72,Maize
29.3,53.9,214,7.7,46,52,37,Chickpea
13.6,45.5,352,6.39,59,25,31,Barley
24.9,42.8,415,7.15,38,54,26,Chickpea
28.3,55.0,342,5.8,96,61,83,Tomato
30.0,61.7,310,5.58,88,67,72,Tomato
23.2,75.1,648,6.23,117,57,53,Rice
33.4,82.7,516,6.55,147,57,77,Sugarcane
23.3,40.0,265,6.39,60,41,69,Chickpea
26.2,79.2,475,6.27,67,56,50,Soybean
26.3,70.2,333,7.3,51,23,51,Wheat
25.1,68.6,364,6.54,61,68,60,Tomato
23.1,78.5,421,5.98,92,62,80,Tomato
26.9,37.5,282,6.39,61,31,37,Millet
29.5,93.1,471,6.8,111,36,51,Rice
27.0,57.3,462,6.85,31,38,55,Soybean
27.8,74.3,372,6.54,63,69,52,Tomato
27.7,73.4,295,5.91,93,58,88,Cotton
27.3,57.9,342,7.12,116,65,46,Maize
23.8,55.4,534,6.01,48,35,42,Soybean
23.0,56.6,462,5.95,51,36,79,Tomato
15.1,46.3,295,7.06,77,38,51,Wheat
18.3,72.5,412,6.73,85,35,76,Tomato
33.5,62.1,519,6.94,130,39,64,Sugarcane
28.9,58.0,277,6.98,48,22,57,Millet
18.1,50.7,350,5.88,79,58,44,Tomato
25.4,42.1,535,7.12,96,46,48,Wheat
22.7,53.7,373,6.79,48,36,57,Chickpea
29.7,76.1,400,5.92,95,63,85,Tomato
25.5,71.3,603,6.4,113,55,43,Rice
18.9,46.1,277,7.75,53,49,56,Chickpea
16.8,55.8,486,6.05,61,34,28,Barley
26.0,56.8,311,6.08,37,24,46,Millet
29.2,81.8,718,6.7,146,52,101,Sugarcane
16.1,70.3,381,6.19,92,31,83,Potato
26.2,66.7,470,6.37,99,47,53,Sugarcane
22.4,52.1,421,6.58,98,65,64,Tomato
15.3,44.2,351,6.87,81,54,36,Wheat
19.7,66.6,526,6.76,69,33,42,Wheat
20.5,57.9,424,6.63,29,50,58,Chickpea
27.5,77.6,629,7.42,142,31,98,Sugarcane
22.5,55.4,439,6.28,75,22,67,Wheat
29.9,79.5,326,5.62,96,43,80,Tomato
37.4,74.7,394,6.76,86,60,81,Cotton
16.2,49.2,272,6.83,73,25,32,Barley
22.9,58.0,330,7.35,32,41,63,Soybean
24.6,68.1,473,7.3,102,28,39,Cotton
25.2,84.9,694,6.73,75,44,34,Rice
28.4,57.0,369,6.62,56,59,47,Groundnut
23.6,51.0,366,6.5,68,45,69,Soybean
26.1,63.1,367,6.67,84,30,31,Wheat
29.0,61.3,357,6.78,78,40,76,Tomato
24.5,57.6,467,6.8,70,26,53,Wheat
27.4,42.4,313,6.06,23,42,62,Chickpea
27.1,65.8,591,7.07,126,33,110,Sugarcane
20.7,66.2,389,6.37,77,41,76,Potato
22.9,59.3,264,7.49,76,26,54,Barley
29.3,40.6,245,6.07,45,45,63,Chickpea
28.6,44.4,378,6.83,24,39,38,Chickpea
26.3,56.4,456,6.2,59,58,56,Groundnut
13.0,64.4,414,6.6,54,50,61,Barley
34.7,54.1,497,6.52,91,33,64,Cotton
22.1,71.7,354,6.37,33,60,58,Soybean
20.5,57.5,250,6.74,69,33,49,Barley
21.6,41.1,301,7.5,62,34,43,Barley
21.8,43.5,394,7.7,48,58,70,Chickpea
18.6,42.1,387,7.44,20,59,37,Chickpea
23.5,55.0,409,6.62,57,29,67,Groundnut
34.0,39.5,228,6.08,38,20,25,Millet
26.5,57.2,232,7.69,48,46,51,Chickpea
13.5,35.9,300,6.99,76,52,29,Barley
23.5,74.2,491,6.13,90,29,48,Rice
34.4,62.1,418,6.32,37,48,51,Millet
30.4,50.3,272,7.21,46,30,29,Millet
18.1,66.1,387,7.35,41,41,44,Wheat
24.3,63.7,345,7.33,44,46,38,Chickpea
21.6,75.2,347,7.03,64,33,67,Soybean
22.8,59.9,306,5.9,47,46,42,Groundnut
23.8,79.5,467,6.25,113,47,29,Rice
27.2,78.1,468,5.99,80,32,63,Maize
26.8,57.6,485,6.63,47,38,46,Groundnut
18.2,64.3,430,6.1,82,32,88,Potato
19.3,62.6,497,7.16,74,52,30,Barley
28.1,67.5,543,6.16,48,69,62,Soybean
37.1,74.8,300,6.61,83,37,35,Cotton
30.0,51.9,248,7.32,31,42,56,Millet
23.7,61.5,380,6.55,98,74,56,Potato
18.6,59.8,407,5.69,96,60,86,Tomato
24.1,51.3,312,7.0,80,54,46,Maize
33.3,55.0,255,5.94,66,29,45,Cotton
23.4,72.1,428,6.39,79,61,85,Tomato
26.6,70.0,545,6.15,53,63,61,Tomato
23.9,83.3,557,5.35,69,41,90,Potato
35.7,61.9,492,7.09,50,40,43,Cotton
23.2,53.8,407,5.75,35,47,34,Groundnut
29.5,60.2,386,6.3,95,37,41,Tomato
24.3,76.0,535,5.51,57,34,53,Tomato
30.3,65.8,265,5.89,55,52,34,Groundnut
33.5,49.9,232,5.88,49,28,43,Millet
28.2,51.8,458,6.83,64,51,58,Tomato
17.9,51.9,399,6.82,63,26,27,Wheat
18.2,59.9,446,6.99,63,43,96,Tomato
26.9,50.5,203,5.67,66,36,45,Millet
26.1,78.0,403,6.79,81,51,69,Rice
22.9,49.0,386,6.19,60,44,50,Groundnut
22.9,76.6,475,6.69,85,74,91,Potato
24.6,57.8,585,6.68,50,59,64,Soybean
30.7,60.1,373,6.98,21,45,70,Groundnut
20.9,65.7,360,5.47,100,35,104,Potato
25.1,72.8,529,6.2,66,40,53,Wheat
24.7,41.2,318,6.1,84,31,52,Cotton
25.9,58.2,421,6.62,61,40,56,Wheat
22.8,54.3,346,5.82,87,47,88,Tomato
28.1,60.7,372,7.41,57,46,57,Chickpea
33.3,73.9,528,6.21,129,56,53,Sugarcane
28.1,41.2,226,7.8,54,57,50,Chickpea
29.6,78.9,739,6.85,92,54,110,Sugarcane
29.1,70.2,608,6.18,63,55,67,Rice
27.4,84.8,527,6.64,112,43,50,Sugarcane
26.2,73.7,542,5.78,94,55,40,Rice
27.1,49.6,346,6.16,51,21,64,Wheat
23.4,61.6,317,6.2,78,43,40,Barley
23.3,66.8,524,6.06,99,61,61,Tomato
25.2,41.8,365,6.81,67,39,45,Millet
27.4,54.2,396,7.84,34,39,53,Chickpea
24.7,54.2,479,6.0,85,37,83,Tomato
25.7,77.1,455,6.52,47,50,78,Soybean
34.5,61.6,672,7.11,147,41,115,Sugarcane
33.6,68.1,493,7.29,83,41,65,Cotton
23.7,54.8,428,6.29,62,21,44,Wheat
23.8,60.3,324,6.69,31,57,70,Chickpea
16.4,68.4,304,6.04,70,38,69,Potato
29.0,77.5,700,6.4,67,27,47,Rice
23.2,60.2,311,6.87,47,40,70,Soybean
25.9,67.8,497,6.39,27,28,59,Groundnut
19.6,66.4,598,5.11,61,72,69,Potato
32.3,85.4,617,6.32,139,39,69,Sugarcane
21.6,52.5,313,6.57,83,36,39,Barley
19.0,61.0,324,7.98,38,37,49,Chickpea
26.6,62.0,362,5.81,65,69,43,Tomato
26.0,34.9,400,7.08,35,41,60,Millet
17.3,76.1,590,5.94,76,67,77,Potato
16.4,78.1,544,5.29,53,41,120,Potato
26.7,66.6,287,7.32,55,36,63,Cotton
22.8,39.3,276,7.22,86,28,45,Barley
33.9,49.6,264,7.93,102,26,90,Cotton
22.4,82.0,351,6.32,101,50,59,Potato
33.4,85.1,672,6.84,142,44,56,Sugarcane
27.7,79.2,525,6.67,97,49,100,Sugarcane
20.4,59.5,348,6.18,73,26,64,Wheat
23.9,74.7,405,5.66,100,68,99,Tomato
29.2,68.7,468,5.84,103,37,55,Maize
20.7,60.8,363,5.3,107,64,72,Potato
25.2,79.0,617,6.53,141,65,68,Sugarcane
29.4,89.1,631,6.27,96,32,42,Rice
25.1,53.4,420,7.49,56,36,36,Wheat
21.7,61.4,475,6.21,60,63,67,Maize
24.9,91.3,551,6.55,107,45,45,Rice
31.2,73.9,716,6.78,114,38,91,Sugarcane
29.0,62.6,309,5.97,119,64,41,Maize
18.7,65.7,418,5.13,65,38,64,Potato
27.1,57.4,378,7.04,50,35,42,Chickpea
31.9,48.7,315,7.49,61,40,49,Cotton
26.6,63.1,337,5.77,62,41,41,Tomato
29.9,71.5,442,6.21,43,48,66,Soybean
24.0,69.5,575,7.3,96,61,90,Sugarcane
29.3,53.5,364,5.9,58,56,67,Groundnut
22.7,66.5,342,7.08,77,30,47,Barley
31.5,55.3,322,5.78,58,29,55,Cotton
25.9,52.7,395,6.16,61,55,65,Soybean
25.0,36.8,289,7.97,58,39,45,Chickpea
23.4,60.1,523,6.63,98,40,52,Tomato
25.4,61.2,519,7.03,99,36,51,Maize
24.1,84.9,731,6.42,104,61,113,Sugarcane
24.6,63.7,548,5.52,53,61,111,Potato
17.0,74.0,529,7.46,61,38,55,Wheat
22.2,83.7,538,6.23,103,43,62,Sugarcane
23.4,35.7,304,7.13,68,45,43,Barley
29.7,70.2,418,6.85,33,31,50,Groundnut
31.6,64.7,373,6.49,40,50,36,Groundnut
17.5,66.5,359,6.92,88,55,55,Barley
27.2,46.7,493,6.87,119,45,53,Maize
35.7,69.7,331,7.74,60,48,68,Cotton
28.6,78.9,640,6.04,131,51,108,Sugarcane
23.6,68.4,680,7.34,91,51,80,Sugarcane
31.4,69.6,469,6.22,93,44,50,Sugarcane
29.9,62.7,453,6.41,94,50,42,Maize
27.8,57.0,308,6.5,35,25,32,Chickpea
23.0,62.8,516,6.43,38,50,73,Soybean
20.4,67.0,385,5.25,95,51,115,Potato
24.8,89.4,598,6.44,77,53,29,Rice
23.6,81.5,344,5.31,97,67,104,Potato
20.4,58.6,417,7.0,56,34,63,Barley
21.2,55.3,573,6.84,70,34,72,Maize
29.7,53.0,299,6.27,36,46,57,Millet
27.7,66.5,488,6.85,45,49,31,Wheat
27.4,57.7,373,6.94,21,60,38,Groundnut
20.3,48.8,272,6.55,43,48,70,Chickpea
16.1,82.8,323,6.67,90,74,95,Potato
22.0,59.3,323,5.64,70,31,92,Tomato
15.7,64.9,403,5.82,55,38,90,Potato
21.3,55.2,226,6.63,37,39,61,Chickpea
21.3,75.6,330,5.68,50,35,116,Potato
29.5,62.2,302,5.96,30,57,69,Groundnut
29.6,73.5,390,6.25,82,28,31,Rice
24.1,73.2,431,6.98,62,57,87,Cotton
26.0,74.4,413,6.07,67,40,59,Soybean
34.5,37.4,230,5.82,31,27,58,Millet
30.6,40.6,389,6.55,64,49,37,Millet
28.4,63.8,485,7.04,55,45,61,Soybean
26.3,41.2,380,6.13,76,43,73,Cotton
29.0,73.8,588,7.05,97,43,67,Maize
24.1,49.6,448,6.64,60,34,38,Groundnut
20.8,52.2,488,6.64,86,44,55,Tomato
21.8,57.8,403,7.35,28,40,63,Chickpea
20.0,73.3,482,6.66,59,37,60,Potato
25.0,45.6,435,6.7,96,55,37,Cotton
29.4,54.2,309,7.81,48,44,60,Chickpea
25.0,39.0,352,5.65,42,27,55,Millet
32.9,84.1,649,6.28,143,59,100,Sugarcane
29.1,60.0,342,6.86,118,49,68,Maize
25.0,88.1,355,5.89,83,40,28,Rice
25.5,51.3,426,7.31,64,35,40,Cotton
22.0,69.1,463,5.8,53,51,64,Groundnut
22.7,63.2,593,7.26,115,46,115,Sugarcane
22.7,80.5,462,6.08,108,60,55,Sugarcane
27.4,57.9,282,7.05,107,43,38,Cotton
29.4,82.5,548,6.87,67,41,41,Rice
33.6,42.8,319,6.87,69,36,53,Millet
27.9,66.4,584,6.82,95,47,115,Sugarcane
19.8,66.3,483,6.17,46,24,60,Barley
24.5,54.7,400,6.43,42,39,61,Wheat
30.7,66.4,410,6.46,23,60,47,Groundnut
26.7,87.7,533,6.04,106,49,101,Sugarcane
21.0,57.8,525,7.36,30,31,48,Soybean
31.2,65.4,336,7.82,97,44,62,Cotton
30.5,56.9,392,7.65,96,30,41,Cotton
32.9,57.6,456,5.58,68,51,48,Cotton
24.5,61.2,409,6.27,68,50,52,Soybean
13.4,68.7,365,6.6,88,30,52,Barley
30.6,50.6,447,6.1,63,23,33,Millet
21.8,48.8,352,6.31,72,54,63,Barley
27.2,63.2,479,7.05,30,37,77,Soybean
22.8,35.6,292,6.64,86,48,47,Barley
24.3,73.4,389,5.94,110,31,57,Rice
27.7,50.0,416,7.01,71,48,30,Wheat
32.5,64.0,221,6.9,25,47,44,Millet
24.9,68.0,549,6.22,112,69,53,Maize
15.5,74.9,593,5.54,58,49,117,Potato
23.0,57.4,504,6.74,51,34,70,Wheat
22.3,54.2,563,6.56,42,56,55,Soybean
31.4,45.2,207,6.15,65,24,60,Millet
23.1,68.4,313,5.09,54,54,117,Potato
18.7,73.9,488,6.74,76,55,108,Potato
23.6,80.2,654,6.2,62,39,43,Rice
27.5,45.0,441,7.44,40,55,60,Wheat
24.2,84.7,353,6.64,70,52,46,Rice
28.9,70.6,596,6.14,59,58,45,Soybean
27.0,92.5,441,5.83,93,27,50,Rice
30.5,85.1,372,6.59,94,32,49,Rice
23.5,71.5,539,7.2,51,27,69,Wheat
15.0,76.1,421,5.66,94,47,53,Potato
27.5,60.6,368,6.33,60,61,68,Soybean
31.5,70.1,596,5.93,81,47,34,Maize
20.4,84.3,395,5.05,89,58,85,Potato
31.7,71.7,619,6.32,110,57,60,Rice
25.1,62.7,398,7.14,36,46,49,Millet
21.4,52.9,587,6.11,76,51,80,Maize
24.2,67.9,437,6.26,55,73,72,Potato
29.2,56.3,409,6.64,30,54,56,Groundnut
23.6,80.0,592,7.18,125,35,95,Sugarcane
29.3,47.5,442,6.18,42,51,46,Groundnut
20.1,78.3,337,6.22,56,34,93,Tomato
15.8,64.1,494,5.2,98,57,80,Potato
35.6,62.6,497,6.83,75,26,42,Cotton
20.2,60.0,246,7.24,58,26,40,Chickpea
33.3,78.6,743,6.98,102,48,120,Sugarcane
21.5,74.9,554,6.67,75,80,117,Potato
32.4,53.8,277,6.38,66,28,52,Millet
29.0,62.0,334,5.92,102,45,75,Maize
20.9,52.0,339,6.71,91,51,62,Tomato
25.1,62.5,333,5.64,24,41,44,Groundnut
24.7,55.1,280,7.55,27,32,51,Chickpea
23.1,83.9,454,6.23,134,61,61,Sugarcane
30.7,55.5,371,5.99,84,38,73,Cotton
27.8,51.6,386,5.62,47,28,49,Groundnut
30.6,58.4,362,6.29,62,43,50,Cotton
17.7,70.0,556,5.41,52,57,67,Potato
26.3,63.5,388,7.87,41,35,57,Chickpea
33.2,81.7,492,6.48,90,35,74,Sugarcane
25.8,66.8,334,7.02,59,47,62,Soybean
24.5,49.3,396,7.47,61,26,37,Barley
21.7,67.0,306,6.91,60,36,64,Maize
22.0,72.8,583,7.31,42,39,77,Soybean
30.6,64.4,677,6.15,85,38,98,Sugarcane
25.0,59.3,534,7.13,93,53,31,Maize
27.4,31.0,325,6.4,60,30,58,Millet
24.9,89.1,489,6.17,92,34,52,Rice
26.2,93.5,696,6.62,71,44,50,Rice
29.4,47.0,340,6.43,90,29,63,Cotton
21.3,72.3,414,6.7,80,41,64,Tomato
24.5,73.2,375,5.89,30,45,44,Groundnut
19.8,65.7,346,7.16,75,53,62,Barley
23.8,84.6,675,6.72,65,55,47,Rice
20.3,52.0,497,6.2,74,48,72,Maize
30.8,59.9,398,6.57,107,32,81,Cotton
28.0,54.3,344,6.87,57,46,30,Millet
25.0,44.5,291,6.18,21,33,29,Millet
26.2,63.3,747,6.47,144,65,87,Sugarcane
16.6,56.3,343,7.23,48,39,40,Barley
28.1,65.0,453,6.37,71,30,57,Tomato
25.0,63.8,368,6.12,47,31,26,Millet
24.0,64.5,377,6.96,58,45,60,Tomato
18.6,46.8,338,6.7,48,52,57,Chickpea
24.2,83.9,433,5.47,53,64,76,Potato
23.3,64.8,311,6.13,78,28,49,Wheat
33.5,69.9,402,6.38,80,25,66,Cotton
33.6,54.6,377,6.72,26,28,22,Millet
26.9,43.9,352,6.62,63,39,60,Millet
19.7,47.4,322,6.92,59,47,61,Barley
14.6,44.2,456,6.53,59,37,45,Barley
27.4,77.2,607,6.72,103,52,36,Rice
29.4,74.8,391,6.38,72,37,64,Tomato
23.5,87.1,700,6.1,148,50,71,Sugarcane
30.7,65.6,403,6.97,40,57,74,Soybean
21.5,38.1,459,7.03,61,22,47,Barley
15.8,53.5,517,6.63,74,50,61,Wheat
17.5,55.8,441,7.48,82,39,41,Barley
22.2,88.4,520,6.67,86,40,42,Rice
17.0,56.1,419,6.06,44,23,36,Wheat
26.8,93.9,492,6.34,74,44,43,Rice
18.1,81.6,550,6.36,71,64,53,Potato
23.7,76.1,592,6.02,113,53,46,Maize
13.7,62.8,391,7.4,55,52,60,Barley
22.1,63.5,609,6.79,140,44,106,Sugarcane
34.0,61.4,284,5.9,25,26,27,Millet
28.2,61.6,428,7.19,61,32,71,Soybean
31.8,62.7,285,5.57,38,60,68,Groundnut
22.1,73.1,400,7.03,29,54,68,Soybean
24.7,79.3,306,5.37,107,67,65,Potato
22.7,58.8,305,7.06,36,49,43,Soybean
27.1,78.2,565,7.12,96,60,115,Sugarcane
28.5,70.5,580,7.05,129,64,62,Sugarcane
26.2,83.9,747,6.78,95,48,81,Sugarcane
32.0,69.0,424,6.54,91,52,53,Cotton
33.3,53.9,275,7.88,82,29,52,Cotton
25.8,51.8,327,6.65,32,49,26,Millet
26.3,55.0,300,5.59,72,42,87,Tomato
30.7,72.5,668,6.31,100,53,62,Sugarcane
17.9,49.4,281,6.23,84,26,30,Wheat
32.0,62.7,326,5.55,37,30,32,Groundnut
19.1,45.1,304,6.43,35,38,68,Chickpea
20.3,43.0,359,7.47,83,38,59,Barley
27.4,34.7,435,6.96,61,40,57,Millet
26.4,54.9,417,6.63,65,44,51,Tomato
21.6,62.1,495,7.39,53,64,49,Soybean
31.7,58.7,439,6.84,55,28,63,Cotton
15.6,60.1,332,6.2,72,22,61,Wheat
28.2,77.5,580,7.14,32,39,65,Soybean
18.3,74.0,364,6.77,62,42,56,Wheat
26.7,44.2,233,6.21,46,48,29,Chickpea
31.2,72.3,476,6.99,94,58,47,Cotton
23.0,53.2,512,6.43,52,42,59,Tomato
23.3,79.3,637,5.66,75,54,32,Rice
37.0,40.9,450,7.53,84,49,78,Cotton
18.9,83.3,557,5.69,101,34,105,Potato
22.1,67.4,515,7.12,53,51,66,Soybean
16.1,56.5,289,7.03,74,39,64,Wheat
22.3,37.7,240,6.13,32,41,26,Chickpea
15.9,45.4,401,7.23,74,43,54,Wheat
29.2,56.6,335,7.61,73,32,85,Cotton
22.4,51.7,401,7.48,45,56,76,Soybean
23.3,70.6,321,5.56,40,39,67,Groundnut
28.2,63.8,478,6.45,29,64,80,Soybean
26.0,46.6,299,5.58,52,52,51,Groundnut
23.5,79.7,451,7.09,30,42,50,Soybean
20.1,78.0,378,6.51,58,50,116,Potato
25.8,75.3,498,6.47,59,66,59,Soybean
29.2,79.6,471,6.73,91,63,77,Tomato
29.5,67.0,471,6.96,55,57,59,Groundnut
24.3,83.5,536,5.65,82,50,65,Potato
29.2,73.7,451,5.77,50,49,89,Tomato
30.2,77.1,502,6.76,97,56,34,Rice
12.1,64.7,478,6.24,78,36,45,Barley
24.4,85.5,566,6.24,117,68,102,Sugarcane
28.7,61.1,695,6.16,109,32,99,Sugarcane
26.6,64.2,536,6.67,59,70,69,Tomato
15.7,45.3,404,6.36,81,42,51,Barley
18.9,38.9,476,6.11,41,47,28,Barley
24.7,57.6,256,5.73,38,46,41,Millet
33.2,46.3,327,5.91,31,43,46,Millet
30.2,63.4,535,7.18,26,45,65,Soybean
28.2,71.3,381,7.39,69,69,66,Soybean
26.0,52.1,492,6.09,62,45,76,Maize
24.6,83.1,513,6.14,102,62,116,Sugarcane
14.3,51.4,427,6.33,64,32,40,Barley
26.0,65.1,745,6.56,85,65,55,Sugarcane
29.3,59.6,513,6.72,106,57,40,Maize
22.8,65.6,306,6.13,99,37,49,Maize
27.4,48.6,418,6.83,49,49,44,Chickpea
27.0,80.0,589,7.48,99,55,75,Sugarcane
17.8,45.7,290,6.86,75,35,45,Barley
24.7,86.4,589,6.61,81,56,102,Sugarcane
15.1,52.7,331,7.37,74,24,51,Barley
22.0,47.0,285,6.82,29,26,33,Groundnut
22.2,49.8,322,5.88,79,67,57,Maize
29.9,52.1,513,5.51,66,49,55,Tomato
20.4,60.2,358,5.56,76,65,95,Tomato
21.4,62.1,561,6.36,100,60,85,Potato
13.6,64.3,431,6.5,45,35,35,Barley
31.8,53.2,348,7.27,72,44,88,Cotton
13.3,36.2,430,6.2,75,39,40,Barley
18.8,71.7,357,6.35,51,39,97,Tomato
26.4,80.8,683,6.96,68,44,45,Rice
22.3,93.3,682,6.0,69,33,27,Rice
30.8,68.5,346,6.36,113,38,45,Maize
28.3,50.7,446,6.83,56,44,74,Cotton
28.9,77.8,378,7.2,48,32,45,Soybean
22.9,68.4,420,6.81,44,47,40,Groundnut
16.0,47.6,515,6.15,86,34,59,Wheat
33.8,61.6,572,7.05,113,58,105,Sugarcane
22.0,40.7,327,6.7,84,35,50,Barley
25.7,73.2,360,6.67,70,50,35,Wheat
22.4,86.2,496,6.04,109,28,66,Rice
27.1,55.9,347,5.79,104,55,42,Cotton
28.0,65.8,337,6.77,80,43,95,Tomato
23.9,68.9,460,7.29,141,58,103,Sugarcane
35.3,74.2,274,6.9,63,56,72,Cotton
28.2,61.9,202,6.28,23,54,65,Chickpea
21.8,49.5,214,7.2,33,37,59,Chickpea
15.0,46.9,411,7.35,78,33,28,Barley
17.3,44.6,544,7.03,92,26,42,Wheat
33.9,37.9,253,5.96,65,37,37,Millet
28.0,53.4,408,6.45,60,41,54,Chickpea
33.0,82.5,527,6.81,134,42,85,Sugarcane
22.4,52.8,536,7.47,48,52,63,Soybean
19.5,38.0,407,6.83,51,55,26,Barley
24.7,69.3,305,5.97,53,31,83,Potato
24.5,42.5,308,6.43,37,48,53,Millet
